start_station_name,end_station_name,trips,start_lat,start_lng,end_lat,end_lng
1 Ave & E 6 St,Manhattan Ave & Leonard St,2,40.72633085971696,-73.98616880178452,40.72084,-73.94844
Flushing Ave & Woodward Ave,Stanhope St & Fairview Ave,17,40.712459683,-73.918709278,40.70998,-73.91116
5 Ave & E 103 St,8 Ave & W 31 St,10,40.792052388,-73.952851176,40.7505853470215,-73.9946848154068
51 Ave & Alstyne Ave,61 St & Laurel Hill Blvd,1,40.743013382,-73.85744679,40.7388,-73.90338
Myrtle Ave & Marcy Ave,Menahan St & Central Ave,21,40.69539817,-73.94954908,40.69543,-73.9196
W 111 St & 5 Ave,Brook Ave & E 141 St,4,40.79752078124756,-73.9489397406578,40.809619,-73.917875
Church Ave & E 42 St,Lott St & Erasmus St,5,40.651307106,-73.938356876,40.64949,-73.95408
12 Ave & W 40 St,Delancey St & Eldridge St,23,40.76087502,-74.00277668,40.719383,-73.991479
E 167 St & Franklin Ave,Macombs Pl & W 152 St,1,40.829034925,-73.905351162,40.826406,-73.937948
Albany Ave & Carroll St,Lafayette Ave & Ft Greene Pl,4,40.6667,-73.93972,40.68700231292619,-73.97664964199066
Motorgate,West St & Chambers St,3,40.764103055,-73.947868705,40.71754834,-74.01322069
S 4 St & Rodney St,Central Park West & W 76 St,1,40.709375739,-73.956113458,40.77896784,-73.97374737
2 Ave & E 31 St,5 Ave & E 63 St,31,40.74299,-73.97711,40.766368,-73.971518
E 26 St & 3 Ave,Grand Concourse & E 164 St,5,40.740640044,-73.981532574,40.829608,-73.921461
5 Ave & E 93 St,Cathedral Pkwy & Broadway,49,40.785719633,-73.957667351,40.804213,-73.96699104
W 42 St & 8 Ave,E 33 St & 5 Ave,194,40.757864475,-73.990620971,40.74765947,-73.98490707
Broadway & W 238 St,Broadway & W 234 St,21,40.885320067,-73.900696754,40.88185,-73.90291
Home St & Westchester Ave,Mt Morris Park W & W 120 St,2,40.827674508,-73.88662684,40.804038,-73.945925
Broadway & W 122 St,Carmine St & 6 Ave,5,40.812065363,-73.961170197,40.73038599,-74.00214988
Myrtle Ave & Fleet Pl,Stagg St & Union Ave,6,40.693534,-73.981909,40.70877084,-73.95095259
Carroll St & Washington Ave,Carlton Ave & Flushing Ave,5,40.668667436,-73.961723685,40.697787,-73.973736
E 55 St & 2 Ave,Vesey St & Church St,11,40.75789237,-73.966280699,40.71221958009051,-74.01047229766846
E 84 St & Park Ave,6 Ave & Walker St,2,40.77862688,-73.95772073,40.7197920901383,-74.0052238852195
W 120 St & Claremont Ave,Frederick Douglass Blvd & Harlem River Dr,1,40.810930252,-73.963461637,40.830702,-73.936371
Meserole Ave & Manhattan Ave,Ft. Hamilton Pkwy & E 2 St,7,40.726977706,-73.952971458,40.648005,-73.979342
W 22 St & 8 Ave,E 14 St & Avenue B,30,40.74475148,-73.99915362,40.72938685,-73.97772429
W 45 St & 8 Ave,Albee Square W & Fulton St,1,40.759339094,-73.98865056,40.69068758614303,-73.98347854614258
53 St & Roosevelt Ave,Forley St & Lamont Ave,1,40.74462,-73.91143,40.74463,-73.87386
MacDonough St & Marcy Ave,5 Ave & 3 St,8,40.68078,-73.94613,40.6728155,-73.98352355
5 Ave & W 131 St,49 Ave & 21 St,1,40.810112476,-73.939743519,40.74252,-73.948852
E 115 St & Madison Ave,W 190 St & Broadway,1,40.798888683,-73.944909334,40.85648733523576,-73.93296986818314
E 19 St & 3 Ave,McKibbin St & Manhattan Ave,2,40.736419082,-73.98459816,40.70510918,-73.94407279
Columbus Ave & W 72 St,W 33 St & 10 Ave,93,40.776818037,-73.979180694,40.75377336836039,-73.99937599897385
Lincoln Pl & Nostrand Ave,Boerum St & Broadway,2,40.670730472,-73.950621724,40.70538077,-73.94976519
University Pl & E 8 St,Bank St & Hudson St,81,40.731328011,-73.995079041,40.73652889,-74.00618026
Willoughby Ave & Onderdonk Ave,Underhill Ave & Lincoln Pl,2,40.7098,-73.91727,40.6740123,-73.9671457
Newtown Ave & 23 St,Skillman Ave & 54 St,2,40.7713615,-73.9246145,40.745502,-73.909887
Halsey St & Tompkins Ave,Wyckoff Ave & Stanhope St,8,40.682409048,-73.943931818,40.703545,-73.917775
Metropolitan Ave & Bedford Ave,White St & Moore St,102,40.715335727,-73.960181952,40.704508,-73.9351
Amsterdam Ave & W 79 St,E 123 St & Lexington Ave,9,40.783249497,-73.978622198,40.8029263,-73.9379
Dean St & Hoyt St,Norman St & Wyckoff Ave,1,40.686319828,-73.987413645,40.69517,-73.90311
Kent Ave & N 7 St,George St & Wilson Ave,19,40.72036775298455,-73.96165072917938,40.702997,-73.92997
W 31 St & 7 Ave,21 St & 38 Ave,1,40.749156,-73.9916,40.7576314,-73.9391224
6 Ave & Canal St,Duane St & Hudson St,66,40.72246933,-74.005631685,40.71703,-74.00925
Boerum St & Broadway,46 Ave & 5 St,1,40.70538077,-73.94976519,40.74731,-73.95451
Morris Ave & E Burnside Ave,Paul Ave & W 205 St,3,40.85330832,-73.90550673,40.87704,-73.88943
Stanhope St & Fairview Ave,Central Ave & Starr Street,25,40.710085988,-73.911112905,40.700003,-73.92834
Broadway & Hancock St,Lewis Ave & Madison St,12,40.686690211,-73.916788936,40.686312,-73.935775
E 149 St & Jackson Ave,Grand Concourse & East Mount Eden Ave,8,40.813130975,-73.909318328,40.84301,-73.91172
Bleecker St & Forest Ave,19 St & 8 Ave,1,40.710682869,-73.905311227,40.658489,-73.985543
Greenwich St & Rector St,India St & Manhattan Ave,2,40.70806582380646,-74.0135595202446,40.73232194,-73.9550858
Hudson St & Reade St,Clarkson Ave & Nostrand Ave,1,40.7115935,-74.01065933333334,40.6555,-73.94975
E 8 St & Caton Ave,Prospect Pl & Nostrand Ave,2,40.648055,-73.972432,40.67428,-73.9503
Roebling St & N 4 St,40 St & Queens Blvd,7,40.714692235,-73.957479239,40.743540273428685,-73.92435193061829
Richardson St & N Henry St,Garfield Pl & 8 Ave,5,40.719096303,-73.94219923,40.6711978,-73.97484126
Driggs Ave & Lorimer St,N 6 St & Bedford Ave,325,40.721790791,-73.950433731,40.71745169,-73.95850939
W 29 St & 9 Ave,Fort Washington Ave & W 183 St,1,40.75000751,-73.998303175,40.852252,-73.937854
W 30 St & 8 Ave,West Broadway & Watts St,17,40.74930656,-73.994525552,40.72323,-74.00314
Roosevelt Ave & 104 St,Jackson Mill Rd & 93 St,1,40.749878287,-73.861593843,40.75874,-73.87535
Clarkson Ave & Nostrand Ave,Union Ave & Wallabout St,1,40.655524492,-73.94962132,40.70029511,-73.95032283
Albany St & Greenwich St,Greenpoint Ave & Manhattan Ave,4,40.709267,-74.013247,40.73026,-73.95394
57 St & Woodside Ave,36 St & Hunters Point Ave,4,40.74578861252213,-73.9072778339874,40.73781699881193,-73.93024072051048
E 10 St & 2 Ave,Grove St & Broadway,4,40.72970805644994,-73.9865979552269,40.69047,-73.923511
MacDonough St & Marcy Ave,Greene Ave & Throop Ave,215,40.68078,-73.94613,40.6894932,-73.942061
Fulton St & Broadway,Hoboken Terminal - River St & Hudson Pl,3,40.711410403,-74.009525657,40.7360676564825,-74.02912706136703
E 12 St & 3 Ave,E 2 St & Ave B,23,40.73223272,-73.98889957,40.72217444,-73.98368779
Midwood St & Kingston Ave,Schenectady Ave & President St,11,40.660644412,-73.942298889,40.66732,-73.93398
Amsterdam Ave & W 136 St,W Mosholu Pkwy S & Sedgwick Ave,1,40.819902539,-73.95170784,40.88226,-73.88702
2 Ave & E 31 St,3 St & 3 Ave,3,40.74299,-73.97711,40.6750705,-73.98775226
E 174 St & Longfellow Ave,3 Ave & E 169 St,38,40.836293936,-73.884314895,40.832678,-73.905158
Stratford Rd & Beverley Rd,Wilson Ave & Troutman St,1,40.64378,-73.96867,40.70166,-73.92754
W 84 St & Broadway,Park Ave & E 124 St,37,40.786754727,-73.976969004,40.8045555,-73.9396861
Morris Ave & E 142 St,E 118 St & Park Ave,3,40.814403415,-73.92501843,40.8005385,-73.9419949
Grand St & Elizabeth St,W 64 St & Thelonious Monk Circle,24,40.718822,-73.99596,40.77515953434235,-73.98918695747852
10 Ave & W 204 St,W 186 St & St Nicholas Ave,2,40.862638,-73.92006,40.852253,-73.931308
E 10 St & Ave A,9 Ave & W 22 St,4,40.7272861,-73.981021285,40.7454973,-74.00197139
North Moore St & Greenwich St,E 77 St & 3 Ave,3,40.720110178,-74.010392427,40.77314236,-73.95856158
Central Ave & Melrose St,7 Ave & Park Pl,2,40.70112,-73.93039,40.6776147,-73.97324283
Roosevelt Island Tramway,E 81 St & York Ave,3,40.757318854,-73.953613043,40.7728384,-73.94989233
Church St & Worth St,1 Ave & E 39 St,11,40.716809869,-74.006138086,40.74714,-73.97113
Halsey St & Ralph Ave,Monroe St & Classon Ave,7,40.684971452,-73.9227736,40.6845683,-73.95881081
41 Ave & 80 St,39 Ave & 99 St,2,40.745877743,-73.885188222,40.74962,-73.86677
E 91 St & Park Ave,Madison Av & E 51 St,41,40.78354013,-73.955418587,40.75863,-73.97513
44 St & Greenpoint Ave,1 Ave & E 30 St,7,40.741056204,-73.92099309,40.74144387,-73.97536082
Vernon Blvd & 10 St,W 78 St & Broadway,1,40.767107606,-73.937470555,40.78339981,-73.98093133
Broadway & E 14 St,Delancey St & Eldridge St,119,40.73454567,-73.99074142,40.719383,-73.991479
72 St & Woodside Ave,53 St & Roosevelt Ave,16,40.742963314,-73.892825484,40.74462,-73.91143
Prospect Park W & 20 St,New York Ave & Snyder Ave,1,40.656736493,-73.98381269,40.64868,-73.94635
Carroll St & Smith St,Bedford Ave & Maple St,8,40.680611,-73.99475825,40.66035,-73.95679
3 Ave & E 109 St,Grand Concourse & E 164 St,1,40.79338,-73.94329,40.829608,-73.921461
Washington St & Laight St,W 13 St & 5 Ave,39,40.722609997,-74.010297656,40.735445,-73.99431
Catherine St & Monroe St,E 77 St & 1 Ave,3,40.710993052,-73.99673152,40.77095553869235,-73.95356208096926
E 106 St & Madison Ave,Broadway & W 48 St,15,40.793389559,-73.949383855,40.76017739537783,-73.98486793041229
S 4 St & Roebling St,Lincoln Rd & Ocean Ave,3,40.710648298,-73.959476471,40.6605,-73.9626
Park Cir & East Dr,W 47 St & 10 Ave,1,40.651566,-73.972212,40.76269882,-73.99301222
Gansevoort St & Hudson St,William St & Pine St,37,40.739357948,-74.005149841,40.70717936,-74.00887308
Church Ave & Nostrand Ave,E 17 St & Broadway,1,40.65074,-73.94986,40.73704984,-73.99009296
27 Ave & 9 St,Amsterdam Ave & W 73 St,3,40.7739825,-73.9309134,40.77966809007312,-73.98093044757842
Amsterdam Ave & W 79 St,33 St & Queens Blvd,1,40.783249497,-73.978622198,40.7443653191867,-73.93172398209572
Murray St & West St,W 92 St & Broadway,4,40.715119362,-74.012520552,40.7921,-73.9739
Bainbridge Ave & E 196 St,E Mosholu Pkwy & Van Cortlandt Ave E,16,40.86662519,-73.890614986,40.87656,-73.88366
New York Ave & Montgomery St,Graham Ave & Grand St,1,40.665054917,-73.948277235,40.711863,-73.944024
23 St & 31 Ave,E 20 St & Park Ave,1,40.766557097,-73.928655386,40.73827428,-73.98751968
Grand Army Plaza & Plaza St West,7 St & 3 Ave,56,40.672989488,-73.970857024,40.67260298150126,-73.98983001708984
E 51 St & 1 Ave,W 171 St & St. Nicholas Ave,1,40.75450933,-73.965993762,40.842941,-73.938631
Bus Slip & State St,Frost St & Meeker Ave,1,40.701825023,-74.013977408,40.71766197083994,-73.94880026578903
Cumberland St & Lafayette Ave,Woodside Ave & 69 St,1,40.687666178,-73.972689033,40.7428,-73.89584
5 Ave & E 72 St,E 149 St & Eagle Ave,2,40.77282817,-73.96685276,40.814046,-73.91186
W 54 St & 9 Ave,Driggs Ave & N 9 St,1,40.76584941,-73.98690506,40.71816969454208,-73.95520135760307
Jefferson Ave & Patchen Ave,Pierrepont St & Monroe Pl,1,40.68609,-73.92628,40.69535693320225,-73.99344027042389
3 Ave & E 169 St,Grand Concourse & E 164 St,35,40.832599878,-73.905114889,40.829608,-73.921461
36 St & Ditmars Blvd,W 22 St & 10 Ave,1,40.774306,-73.908335,40.74691959,-74.00451887
W 111 St & 5 Ave,Riverside Dr & W 153 St,3,40.79752078124756,-73.9489397406578,40.832164,-73.949702
Prospect Pl & Underhill Ave,W 45 St & 8 Ave,2,40.6769694,-73.96579,40.75929124,-73.98859651
28 St & 41 Ave,Menahan St & Seneca Ave,1,40.751047,-73.93797,40.70461,-73.91054
E 12 St & Ave C,White St & Johnson Ave,1,40.727243,-73.976831,40.707174,-73.93581
34 Ave & 71 St,34 Ave & 83 St,67,40.752567053,-73.895595074,40.75375,-73.88423
W 70 St & Amsterdam Ave,31 Ave & 34 St,5,40.777404904,-73.982905984,40.763154,-73.920827
Putnam Ave & Throop Ave,44 St & 3 Ave,1,40.685208201,-73.941059232,40.651173,-74.011405
Franklin Ave & E 169 St,Adam Clayton Powell Blvd & W 141 St,1,40.831797957,-73.902041912,40.819241,-73.941057
25 Ave & 41 St,31 St & Newtown Ave,284,40.767774343,-73.911074519,40.7675487799971,-73.9209334552288
E 59 St & Madison Ave,E 161 St & Park Ave,2,40.763433933,-73.971181273,40.824811,-73.916407
River Ave & E 153 St,W 100 St & Broadway,2,40.82441,-73.92818,40.7973721,-73.97041192
8 Ave & W 31 St,Hancock St & Stuyvesant Ave,1,40.750464082,-73.994877219,40.68454,-73.9322
Metropolitan Ave & Flushing Ave,Ashland Pl & Dekalb Ave,4,40.713398099,-73.915541172,40.690065,-73.978776
E 2 St & Avenue B,Lexington Ave & E 36 St,30,40.722239137,-73.983490109,40.7475739589548,-73.9788007736206
W 165 St & Fort Washington Ave,W 100 St & Manhattan Ave,11,40.840015888,-73.942893744,40.795,-73.9645
Wadsworth Ave & W 175 St,E 59 St & Madison Ave,3,40.846005797,-73.93774116,40.76350532,-73.97109243
St Ann's Ave & Bruckner Blvd,Fulton Ave & E 172 St,3,40.803071022,-73.919663191,40.839229,-73.899047
Douglass St & 4 Ave,Patchen Ave & Bainbridge St,12,40.679039,-73.9813255,40.68143,-73.92565
Malcolm X Blvd & DeKalb Ave,Union Ave & Wallabout St,5,40.693830609,-73.931247354,40.70029511,-73.95032283
9 Ave & W 39 St,Mercer St & Bleecker St,126,40.756261945,-73.994197488,40.72706363348306,-73.99662137031554
W 20 St & 5 Ave,E 81 St & 3 Ave,14,40.739755988,-73.991464853,40.77573034,-73.9567526
Court St & Nelson St,W 24 St & 7 Ave,1,40.676232696,-73.998888135,40.74487634,-73.99529885
Stockholm St & Wilson Ave,Bond St & Fulton St,16,40.699381948,-73.922830224,40.6896218879,-73.9830426872
W 12 St & Hudson St,E 82 St & East End Ave,3,40.73752993301071,-74.00558933615685,40.7724607,-73.9468208
E 25 St & 1 Ave,W 59 St & 10 Ave,10,40.7381765,-73.97738662,40.770513,-73.988038
51 St & 43 Ave,Suydam St & Broadway,2,40.74451,-73.91412,40.69544,-73.93223
E 98 St & Park Ave,1 Ave & E 110 St,60,40.78813,-73.95206,40.7923272,-73.9383
Sharon St & Olive St,Madison St & Evergreen Ave,12,40.715351105,-73.93839097,40.69122,-73.91693
W 160 St & St. Nicholas Ave,Gerard Ave & E 146 St,2,40.834456563,-73.93988502,40.817755,-73.92965
W 180 St & Ft Washington Ave,E 138 St & Grand Concourse,1,40.849998236,-73.93846035,40.813224,-73.930605
Union Ave & Jackson St,Fulton St & Clermont Ave,9,40.7160751,-73.952029,40.68415748,-73.96922273
Great Jones St,8 Ave & W 49 St,101,40.72720325,-73.994135976,40.76171227910671,-73.98655101656914
Grand Concourse & E 197 St,Jerome Ave & W 195 St,109,40.869418383,-73.891442537,40.86874,-73.89657
41 St & 3 Ave,Bergen St & 4 Ave,5,40.652406454,-74.008890629,40.68256425759694,-73.9798977971077
Audubon Ave & W 192 St,Margaret Corbin Plz & Ft Washington Ave,14,40.85589030603889,-73.92708241939545,40.859166,-73.933872
Suydam St & Broadway,Suydam St & St. Nicholas Ave,26,40.695410967,-73.932265282,40.70636,-73.91945
Broadway & W 48 St,Ave D & E 12 St,2,40.760532022,-73.983889818,40.72580614,-73.97422494
E 81 St & 3 Ave,Adam Clayton Powell Blvd & W 132 St,5,40.775642157,-73.956609726,40.813539,-73.94521
Monroe St & Marcus Garvey Blvd,Suydam St & St Nicholas Ave,2,40.686722,-73.938988,40.70636,-73.91945
11 Ave & W 27 St,Cortelyou Rd & Argyle Rd,1,40.751224279,-74.005482197,40.64034,-73.96603
Sunken Meadow Comfort Station,E 47 St & 2 Ave,1,40.795469999,-73.918940783,40.75323098,-73.97032517
36 St & 47 Ave,Woodside Ave & 69 St,4,40.742210269,-73.929434776,40.7428,-73.89584
Halsey St & Tompkins Ave,Lafayette St & E 8 St,1,40.682409048,-73.943931818,40.73020660529954,-73.99102628231049
E 75 St & 3 Ave,Louis Nine Blvd & Intervale Ave,1,40.77112927,-73.95772297,40.831998,-73.892686
31 Ave & 14 St,38 Ave & 29 St,13,40.768319726,-73.932239532,40.75473,-73.93367
31 Ave & 34 St,Thompson St & Bleecker St,2,40.763154,-73.920827,40.72840059450829,-73.99968780577183
Richardson St & N Henry St,Vernon Blvd & 50 Ave,12,40.719096303,-73.94219923,40.74232744,-73.95411749
Greene Ave & Myrtle Ave,Broadway & Whipple St,2,40.698568,-73.918877,40.7016657,-73.9437303
49 Ave & 21 St,W 54 St & 11 Ave,2,40.742453456,-73.948865175,40.768333,-73.992573
Bergen St & Smith St,Eagle St & Manhattan Ave,2,40.6867443,-73.99063168,40.735217,-73.954926
E 58 St & 3 Ave,E 158 St & Melrose Ave,3,40.76095756,-73.96724467,40.822215,-73.914688
Central Park West & W 76 St,Madison Av & E 51 St,56,40.77896784,-73.97374737,40.75863,-73.97513
Bergen St & Flatbush Ave,Driggs Ave & S 2 St,15,40.681049109,-73.975957632,40.712628,-73.960575
E 40 St & Park Ave,8 Ave & W 38 St,461,40.750756,-73.978326,40.75461,-73.99177
E 53 St & 3 Ave,E 5 St & Ave A,13,40.757470489,-73.96942699,40.72479007746337,-73.98430064320564
E 16 St & 5 Ave,10 Ave & W 14 St,118,40.736960292,-73.992652178,40.74198159994023,-74.00831580162048
E 84 St & Park Ave,49 Ave & 21 St,1,40.77862688,-73.95772073,40.74252,-73.948852
Columbus Ave & W 72 St,W 104 St & Amsterdam Ave,171,40.776818037,-73.979180694,40.79904139288298,-73.96649479866028
W 37 St & Broadway,W 42 St & 8 Ave,76,40.751899719,-73.988252521,40.7575699,-73.99098507
Little West St & 1 Pl,31 St & Broadway,1,40.705777049,-74.016748071,40.761584,-73.925921
48 Ave & 41 St,55 Ave & Center Blvd,1,40.739843726,-73.923896313,40.740288,-73.960697
34 St & 38 Ave,Jackson Mill Rd & 24 Ave,2,40.752443,-73.929737,40.76619,-73.87561
W 42 St & 8 Ave,Broad St & Bridge St,11,40.757864475,-73.990620971,40.70365182,-74.01167797
Franklin St & Dupont St,51 St & 43 Ave,4,40.735743165,-73.958675861,40.74451,-73.91412
60 St & 60 Rd,47 Ave & 31 St,2,40.716035485,-73.906079292,40.743,-73.93561
W 170 St & University Ave,Webster Ave & E 166 St,5,40.841971755,-73.926151752,40.828975,-73.911259
Washington St & Laight St,E 3 St & 1 Ave,20,40.722609997,-74.010297656,40.72467721,-73.98783413
1 Ave & E 78 St,Amsterdam Ave & W 73 St,35,40.77140426,-73.9535166,40.77966809007312,-73.98093044757842
Watts St & Greenwich St,Riverside Dr & W 153 St,2,40.724122047,-74.009552002,40.832164,-73.949702
5 Ave & E 29 St,FDR Drive & E 35 St,192,40.7451677,-73.98683077,40.744219,-73.97121214
Grand St & Samuel Dickstein Plaza,1 Ave & E 6 St,168,40.715043306,-73.983885884,40.72633085971696,-73.98616880178452
E 84 St & Park Ave,43 St & 50 Ave,1,40.77862688,-73.95772073,40.73787237950538,-73.92264068126678
24 St & 5 Ave,Stockholm St & Wilson Ave,3,40.659511805,-73.994967103,40.699304,-73.923044
E 15 St & 3 Ave,W 54 St & 11 Ave,20,40.734232,-73.986923,40.768333,-73.992573
Edgecombe Ave & W 141 St,Willis Ave & E 137 St,3,40.820631266,-73.945224643,40.808384,-73.923604
1 Ave & E 110 St,Boone Ave & E 172 St,1,40.792330265,-73.938179135,40.832649,-73.885272
Pacific St & Nostrand Ave,Carmine St & 6 Ave,3,40.677625656,-73.949539065,40.73038599,-74.00214988
E 48 St & 5 Ave,W 52 St & 5 Ave,63,40.757237911,-73.977735758,40.75992262,-73.97648516
Putnam Ave & Ralph Ave,E 4 St & 2 Ave,1,40.687087417,-73.923269153,40.7262807,-73.98978041
E 5 St & Ave A,Fairview Ave & Linden St,5,40.72479007746337,-73.98430064320564,40.70694,-73.90632
Broadway & Berry St,Cedar St & Myrtle Ave,15,40.710395098,-73.965435743,40.697842,-73.926241
Willoughby Ave & Myrtle Ave,Central Ave & Himrod St,69,40.697594166,-73.93099761,40.69676,-73.92302
Douglass St & 3 Ave,Scholes St & Lorimer St,3,40.6802133,-73.98432695,40.708323,-73.948732
Park Ave & E 162 St,Fulton Ave & St Paul's Pl,1,40.825740814,-73.91564703,40.83545,-73.90153
1 St & 6 Ave,Caton Ave & Argyle Rd,13,40.672751188,-73.979746461,40.649681,-73.967829
28 St & 41 Ave,75 St & Roosevelt Ave,1,40.751047,-73.93797,40.7468,-73.89038
Albemarle Rd & McDonald Ave,Adam Clayton Powell Blvd & W 123 St,1,40.645074,-73.979681,40.8078316,-73.949373
S 4 St & Rodney St,8 Ave & W 16 St,8,40.709375739,-73.956113458,40.740983,-74.001702
69 St & 38 Ave,90 St & 51 Ave,3,40.746830821,-73.89657712,40.73937,-73.87411
Leonard St & Nassau Ave,E 25 St & 1 Ave,1,40.723714113,-73.949700475,40.7381765,-73.97738662
71 Ave & Myrtle Ave,Bedford Ave & S 9 St,2,40.70067,-73.89907,40.70853074,-73.96408963
E 48 St & Tilden Ave,Winthrop St & Nostrand Ave,1,40.647994161,-73.931801081,40.65707,-73.95005
16 St & 4 Ave,Rogers Ave & Sterling St,1,40.666329861,-73.992449641,40.6630619,-73.9538746
Linden St & Knickerbocker Ave,Leonard St & Church St,13,40.697121263,-73.915708542,40.717571,-74.005549
St. Ann's Ave & E 144 St,Grand Concourse & E 144 St,4,40.811112,-73.914932,40.816576,-73.927987
E 165 St & Jerome Ave,Grand Ave & W 181 St,1,40.83263,-73.925101,40.856302,-73.907302
Calyer St & Guernsey St,Flatbush Ave & Lincoln Rd,2,40.72755807335852,-73.95505852997303,40.66131,-73.96091
Lexington Ave & E 29 St,34th Ave & Vernon Blvd,6,40.74311555376486,-73.98215353488922,40.76535380385866,-73.93986314535141
Douglass St & 4 Ave,Water St & Fletcher St,4,40.679039,-73.9813255,40.706410755236135,-74.00559738278389
Eastern Pkwy & Troy Ave,Douglass St & 3 Ave,6,40.66929,-73.93679,40.6802133,-73.98432695
Prospect Park SW & Vanderbilt St,Lefferts Ave & Schenectady Ave,13,40.655182123,-73.973371387,40.66343,-73.93472
E 17 St & 2 Ave,55 St & 5 Ave,1,40.734443188,-73.984071136,40.642408,-74.013318
Central Park North & Adam Clayton Powell Blvd,Graham Ave & Withers St,1,40.799484,-73.955613,40.7169811,-73.94485918
Sheridan Ave & E 172 St,Amsterdam Ave & W 180 St,2,40.840360284,-73.911590457,40.847396,-73.931205
Pacific St & Classon Ave,Clark St & Henry St,4,40.6791944,-73.9587903,40.69760127,-73.99344559
Adam Clayton Powell Blvd & W 126 St,W 36 St & 9 Ave,3,40.80935359,-73.947834134,40.75462324029105,-73.99516761302948
Herkimer St & New York Ave,Driggs Ave & N Henry St,4,40.67955,-73.94709,40.72325,-73.94308
Adelphi St & Myrtle Ave,Edgecombe Ave & W 141 St,1,40.693048716,-73.971892834,40.820681,-73.945144
W 107 St & Columbus Ave,W 147 St & Adam Clayton Powell Blvd,4,40.799869061,-73.96220541,40.82281,-73.937413
Monroe St & Classon Ave,Catherine St & Monroe St,3,40.684606075,-73.958809972,40.71117444,-73.99682619
21 Ave & Shore Blvd,41 Ave & 80 St,1,40.783923268,-73.916810393,40.74586,-73.88539
W 40 St & 7 Ave,Ave A & E 11 St,29,40.754818,-73.988154,40.72854745023944,-73.98175925016403
Bushwick Ave & Linden St,Central Ave & Himrod St,38,40.691564918,-73.921675086,40.69676,-73.92302
E 44 St & Lexington Ave,6 Ave & W 33 St,425,40.75222218,-73.975462794,40.74901271,-73.98848395
West Broadway & Watts St,Ave C & E 16 St,6,40.72323,-74.00314,40.72984830346529,-73.97455215454102
W 63 St & Broadway,Suffolk St & Stanton St,17,40.771484137,-73.982835412,40.72066442,-73.98517977
Stagg St & Union Ave,3 Ave & E 112 St,1,40.70877084,-73.95095259,40.795508,-73.941606
46 St & 7 Ave,Pike St & E Broadway,11,40.644793153,-74.003689408,40.71406667,-73.99293911
Concourse Village East & E 158 St,Nelson Ave & 167 St,22,40.823768735,-73.919365168,40.83670566862804,-73.92608866095543
Fulton St & Broadway,Riverside Dr & W 82 St,20,40.711410403,-74.009525657,40.78720869,-73.98128127
Prospect Ave & Greenwood Ave,Brooklyn Bridge Park - Pier 2,3,40.651745,-73.975988,40.698458,-73.997178
Franklin St & W Broadway,Bank St & Hudson St,64,40.7191329,-74.00671649,40.73652889,-74.00618026
Cliff St & Fulton St,E 1 St & Bowery,58,40.708366275,-74.005040884,40.72486122254819,-73.99213135242462
Milton St & Franklin St,Nassau Ave & Newell St,186,40.72910428,-73.957753062,40.724812564400175,-73.94752621650696
Central Ave & Melrose St,Stanton St & Chrystie St,3,40.70112,-73.93039,40.72229346,-73.99147535
E 14 St & Avenue B,Broadway & W 56 St,9,40.729427218,-73.977837801,40.7652654,-73.98192338
E 7 St & Ave B,Bank St & Hudson St,38,40.725353956,-73.981742859,40.73652889,-74.00618026
Union Ave & Jackson St,Clinton St & Union St,1,40.7160751,-73.952029,40.6831164,-73.99785267
W 230 St & Marble Hill Ave,Tibbett Ave & W 234 St,1,40.877991199,-73.907895565,40.88324,-73.90587
Queens Plaza North & Crescent St,Prospect Pl & Underhill Ave,2,40.75110165,-73.94073717,40.6769694,-73.96579
Centre St & Worth St,Grand Army Plaza & Central Park S,10,40.715014458,-74.002316117,40.7643971,-73.97371465
E 51 St & Lexington Ave,Hudson St & Reade St,11,40.757463694,-73.972072363,40.71625008,-74.0091059
W 27 St & 7 Ave,E 5 St & Ave C,13,40.746647,-73.993915,40.72299208,-73.97995466
Madison Ave & E 120 St,W 47 St & 6 Ave,1,40.802957058,-73.942969322,40.758397,-73.98255
Wilson Ave & Troutman St,Norman Ave & Leonard St,18,40.701647043,-73.927361488,40.725819,-73.950815
E 6 St & Ave D,Flushing Ave & Vanderbilt Ave,2,40.72231245,-73.976767898,40.69795031569544,-73.97077560424805
Edgecombe Ave & W 145 St,Jerome Ave & W 177 St,3,40.82341218,-73.943874002,40.850121,-73.910765
Madison St & Evergreen Ave,Bedford Ave & Montgomery St,1,40.69130528,-73.91676259,40.665816,-73.956934
Clinton Ave & Flushing Ave,Calyer St & Jewel St,9,40.69794,-73.96986848,40.72984,-73.94839
5 Ave & E 87 St,Stagg St & Union Ave,1,40.782653213,-73.95975256,40.70877084,-73.95095259
E 167 St & Clay Ave,River Ave & McClellan St,13,40.830990314,-73.91105783,40.83406,-73.92243
Park Ave & Marcus Garvey Blvd,48 St & Skillman Ave,1,40.698583603,-73.941429853,40.74622874694195,-73.91616314649582
Monroe St & Classon Ave,E 5 St & Cooper Sq,3,40.684606075,-73.958809972,40.72769,-73.990993
W 84 St & Amsterdam Ave,Amsterdam Ave & W 156 St,1,40.786224008,-73.975422978,40.832081,-73.942386
Central Ave & Decatur St,Park Pl & Thomas S. Boyland St,2,40.688250422,-73.907899857,40.67154,-73.91433
